State,Year,Month,Drug Name,Death Count
KS,2017,November,Methadone (T40.3),
KS,2017,November,Number of Deaths,26132.0
KS,2017,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
KS,2017,November,Number of Drug Overdose Deaths,313.0
KS,2017,November,Natural & semi-synthetic opioids (T40.2),
KS,2017,November,Heroin (T40.1),
KS,2017,November,Psychostimulants with abuse potential (T43.6),
KS,2017,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
KS,2017,November,Cocaine (T40.5),
KS,2017,October,Percent with drugs specified,75.63291139240509
KS,2017,October,Methadone (T40.3),
KS,2017,October,Heroin (T40.1),
KS,2017,October,Number of Drug Overdose Deaths,316.0
KS,2017,October,Number of Deaths,26140.0
KS,2017,October,"Synthetic opioids, excl. methadone (T40.4)",
KS,2017,October,Cocaine (T40.5),
KS,2017,October,"Opioids (T40.0-T40.4,T40.6)",
KS,2017,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
KS,2017,October,Natural & semi-synthetic opioids (T40.2),
KS,2017,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
KS,2017,October,Psychostimulants with abuse potential (T43.6),
KS,2017,September,Methadone (T40.3),
KS,2017,September,Heroin (T40.1),
KS,2017,September,Number of Deaths,26084.0
KS,2017,September,Number of Drug Overdose Deaths,303.0
KS,2017,September,"Synthetic opioids, excl. methadone (T40.4)",
KS,2017,September,"Opioids (T40.0-T40.4,T40.6)",
KS,2017,September,Percent with drugs specified,76.2376237623762
KS,2017,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
KS,2017,September,Natural & semi-synthetic opioids (T40.2),
KS,2017,September,Cocaine (T40.5),
KS,2017,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
KS,2017,September,Psychostimulants with abuse potential (T43.6),
KS,2018,April,Number of Deaths,26333.0
KS,2018,April,"Synthetic opioids, excl. methadone (T40.4)",
KS,2018,April,Natural & semi-synthetic opioids (T40.2),
KS,2018,April,Psychostimulants with abuse potential (T43.6),
KS,2018,April,Number of Drug Overdose Deaths,322.0
KS,2018,April,Cocaine (T40.5),
KS,2018,April,Methadone (T40.3),
KS,2018,April,"Opioids (T40.0-T40.4,T40.6)",
KS,2018,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
KS,2018,April,Percent with drugs specified,76.0869565217391
KS,2018,April,Heroin (T40.1),
KS,2018,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
KS,2018,August,"Synthetic opioids, excl. methadone (T40.4)",
KS,2018,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
KS,2018,August,Psychostimulants with abuse potential (T43.6),
KS,2018,August,Number of Deaths,26472.0
KS,2018,August,Number of Drug Overdose Deaths,354.0
KS,2018,August,Methadone (T40.3),
KS,2018,August,Percent with drugs specified,77.9661016949153
KS,2018,August,Natural & semi-synthetic opioids (T40.2),
KS,2018,August,Cocaine (T40.5),
KS,2018,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
KS,2018,August,"Opioids (T40.0-T40.4,T40.6)",
KS,2018,August,Heroin (T40.1),
KS,2018,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
KS,2018,December,Number of Drug Overdose Deaths,341.0
KS,2018,December,Psychostimulants with abuse potential (T43.6),
KS,2018,December,"Opioids (T40.0-T40.4,T40.6)",
KS,2018,December,Number of Deaths,26492.0
KS,2018,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
KS,2018,December,Methadone (T40.3),
KS,2018,December,Heroin (T40.1),
KS,2018,December,Percent with drugs specified,82.99120234604109
KS,2018,December,Cocaine (T40.5),
KS,2018,December,Natural & semi-synthetic opioids (T40.2),
KS,2018,December,"Synthetic opioids, excl. methadone (T40.4)",
KS,2018,February,Number of Deaths,26298.0
KS,2018,February,Methadone (T40.3),
KS,2018,February,Psychostimulants with abuse potential (T43.6),
KS,2018,February,"Synthetic opioids, excl. methadone (T40.4)",
KS,2018,February,Percent with drugs specified,77.9179810725552
KS,2018,February,Natural & semi-synthetic opioids (T40.2),
KS,2018,February,Cocaine (T40.5),
KS,2018,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
KS,2018,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
KS,2018,February,Heroin (T40.1),
KS,2018,February,Number of Drug Overdose Deaths,317.0
KS,2018,February,"Opioids (T40.0-T40.4,T40.6)",
KS,2018,January,"Synthetic opioids, excl. methadone (T40.4)",
KS,2018,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
KS,2018,January,Number of Deaths,26281.0
KS,2018,January,Psychostimulants with abuse potential (T43.6),
KS,2018,January,Percent with drugs specified,78.05642633228841
KS,2018,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
KS,2018,January,Methadone (T40.3),
KS,2018,January,Natural & semi-synthetic opioids (T40.2),
KS,2018,January,Cocaine (T40.5),
KS,2018,January,Heroin (T40.1),
KS,2018,January,"Opioids (T40.0-T40.4,T40.6)",
KS,2018,January,Number of Drug Overdose Deaths,319.0
KS,2018,July,"Synthetic opioids, excl. methadone (T40.4)",
KS,2018,July,Cocaine (T40.5),
KS,2018,July,Natural & semi-synthetic opioids (T40.2),
KS,2018,July,Number of Drug Overdose Deaths,344.0
KS,2018,July,Psychostimulants with abuse potential (T43.6),
KS,2018,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
KS,2018,July,Percent with drugs specified,77.61627906976742
KS,2018,July,Heroin (T40.1),
KS,2018,July,Number of Deaths,26426.0
KS,2018,July,"Opioids (T40.0-T40.4,T40.6)",
KS,2018,July,Methadone (T40.3),
KS,2018,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
KS,2018,June,Number of Deaths,26521.0
KS,2018,June,"Synthetic opioids, excl. methadone (T40.4)",
KS,2018,June,Percent with drugs specified,76.0806916426513
KS,2018,June,Natural & semi-synthetic opioids (T40.2),
KS,2018,June,Cocaine (T40.5),
KS,2018,June,Heroin (T40.1),
KS,2018,June,Number of Drug Overdose Deaths,347.0
KS,2018,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
KS,2018,June,Methadone (T40.3),
KS,2018,June,Psychostimulants with abuse potential (T43.6),
KS,2018,June,"Opioids (T40.0-T40.4,T40.6)",
KS,2018,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
KS,2018,March,"Synthetic opioids, excl. methadone (T40.4)",
KS,2018,March,Number of Deaths,26276.0
KS,2018,March,Natural & semi-synthetic opioids (T40.2),
KS,2018,March,Cocaine (T40.5),
KS,2018,March,Psychostimulants with abuse potential (T43.6),
KS,2018,March,Number of Drug Overdose Deaths,318.0
KS,2018,March,Percent with drugs specified,76.4150943396226
KS,2018,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
KS,2018,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
KS,2018,March,Heroin (T40.1),
KS,2018,March,Methadone (T40.3),
KS,2018,March,"Opioids (T40.0-T40.4,T40.6)",
KS,2018,May,Methadone (T40.3),
KS,2018,May,Cocaine (T40.5),
KS,2018,May,Percent with drugs specified,75.9036144578313
KS,2018,May,Heroin (T40.1),
KS,2018,May,"Synthetic opioids, excl. methadone (T40.4)",
KS,2018,May,Number of Drug Overdose Deaths,332.0
KS,2018,May,Number of Deaths,26367.0
KS,2018,May,Psychostimulants with abuse potential (T43.6),
KS,2018,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
KS,2018,May,Natural & semi-synthetic opioids (T40.2),
KS,2018,May,"Opioids (T40.0-T40.4,T40.6)",
KS,2018,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
KS,2018,November,Psychostimulants with abuse potential (T43.6),
KS,2018,November,"Opioids (T40.0-T40.4,T40.6)",
KS,2018,November,Methadone (T40.3),
KS,2018,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
KS,2018,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
KS,2018,November,Percent with drugs specified,82.0
KS,2018,November,Cocaine (T40.5),
KS,2018,November,Number of Drug Overdose Deaths,350.0
KS,2018,November,Heroin (T40.1),
KS,2018,November,Number of Deaths,26536.0
KS,2018,November,Natural & semi-synthetic opioids (T40.2),
KS,2018,November,"Synthetic opioids, excl. methadone (T40.4)",
KS,2018,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
KS,2018,October,Cocaine (T40.5),
KS,2018,October,Number of Drug Overdose Deaths,347.0
KS,2018,October,"Opioids (T40.0-T40.4,T40.6)",
KS,2018,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
KS,2018,October,Methadone (T40.3),
KS,2018,October,Psychostimulants with abuse potential (T43.6),
KS,2018,October,"Synthetic opioids, excl. methadone (T40.4)",
KS,2018,October,Natural & semi-synthetic opioids (T40.2),
KS,2018,October,Percent with drugs specified,81.55619596541791
KS,2018,October,Number of Deaths,26511.0
KS,2018,October,Heroin (T40.1),
KS,2018,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
KS,2018,September,"Opioids (T40.0-T40.4,T40.6)",
KS,2018,September,Cocaine (T40.5),
KS,2018,September,Number of Deaths,26557.0
KS,2018,September,Number of Drug Overdose Deaths,354.0
KS,2018,September,"Synthetic opioids, excl. methadone (T40.4)",
KS,2018,September,Natural & semi-synthetic opioids (T40.2),
KS,2018,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
KS,2018,September,Methadone (T40.3),
KS,2018,September,Heroin (T40.1),
KS,2018,September,Percent with drugs specified,80.79096045197741
KS,2018,September,Psychostimulants with abuse potential (T43.6),
KS,2019,April,Heroin (T40.1),
KS,2019,April,"Synthetic opioids, excl. methadone (T40.4)",
KS,2019,April,Psychostimulants with abuse potential (T43.6),
KS,2019,April,Number of Deaths,26214.0
KS,2019,April,Natural & semi-synthetic opioids (T40.2),
KS,2019,April,Methadone (T40.3),
KS,2019,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
KS,2019,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
KS,2019,April,Percent with drugs specified,87.7717391304348
KS,2019,April,Cocaine (T40.5),
KS,2019,April,"Opioids (T40.0-T40.4,T40.6)",
KS,2019,April,Number of Drug Overdose Deaths,368.0
KS,2019,August,Cocaine (T40.5),28.0
KS,2019,August,"Synthetic opioids, excl. methadone (T40.4)",64.0
KS,2019,August,Psychostimulants with abuse potential (T43.6),131.0
KS,2019,August,Heroin (T40.1),35.0
KS,2019,August,Natural & semi-synthetic opioids (T40.2),68.0
KS,2019,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",82.0
KS,2019,August,Methadone (T40.3),14.0
KS,2019,August,Number of Deaths,26473.0
KS,2019,August,"Opioids (T40.0-T40.4,T40.6)",166.0
KS,2019,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",132.0
KS,2019,August,Percent with drugs specified,90.86021505376341
KS,2019,August,Number of Drug Overdose Deaths,372.0
KS,2019,December,Psychostimulants with abuse potential (T43.6),153.0
KS,2019,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",138.0
KS,2019,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",82.0
KS,2019,December,Heroin (T40.1),38.0
KS,2019,December,Methadone (T40.3),17.0
KS,2019,December,"Opioids (T40.0-T40.4,T40.6)",170.0
KS,2019,December,Cocaine (T40.5),31.0
KS,2019,December,"Synthetic opioids, excl. methadone (T40.4)",67.0
KS,2019,December,Percent with drugs specified,92.63157894736841
KS,2019,December,Natural & semi-synthetic opioids (T40.2),65.0
KS,2019,December,Number of Drug Overdose Deaths,380.0
KS,2019,December,Number of Deaths,26719.0
KS,2019,February,Psychostimulants with abuse potential (T43.6),
KS,2019,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
KS,2019,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
KS,2019,February,Methadone (T40.3),
KS,2019,February,"Synthetic opioids, excl. methadone (T40.4)",
KS,2019,February,Cocaine (T40.5),
KS,2019,February,Number of Deaths,26177.0
KS,2019,February,Heroin (T40.1),
KS,2019,February,"Opioids (T40.0-T40.4,T40.6)",
KS,2019,February,Percent with drugs specified,84.4875346260388
KS,2019,February,Number of Drug Overdose Deaths,361.0
KS,2019,February,Natural & semi-synthetic opioids (T40.2),
KS,2019,January,Cocaine (T40.5),
KS,2019,January,Methadone (T40.3),
KS,2019,January,"Opioids (T40.0-T40.4,T40.6)",
KS,2019,January,Natural & semi-synthetic opioids (T40.2),
KS,2019,January,Psychostimulants with abuse potential (T43.6),
KS,2019,January,Number of Deaths,26279.0
KS,2019,January,Percent with drugs specified,83.6206896551724
KS,2019,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
KS,2019,January,Heroin (T40.1),
KS,2019,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
KS,2019,January,"Synthetic opioids, excl. methadone (T40.4)",
KS,2019,January,Number of Drug Overdose Deaths,348.0
KS,2019,July,Number of Deaths,26472.0
KS,2019,July,Methadone (T40.3),
KS,2019,July,Cocaine (T40.5),
KS,2019,July,"Opioids (T40.0-T40.4,T40.6)",
KS,2019,July,"Synthetic opioids, excl. methadone (T40.4)",
KS,2019,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
KS,2019,July,Heroin (T40.1),
KS,2019,July,Natural & semi-synthetic opioids (T40.2),
KS,2019,July,Number of Drug Overdose Deaths,376.0
KS,2019,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
KS,2019,July,Percent with drugs specified,89.89361702127657
KS,2019,July,Psychostimulants with abuse potential (T43.6),
KS,2019,June,Cocaine (T40.5),
KS,2019,June,Psychostimulants with abuse potential (T43.6),
KS,2019,June,Number of Deaths,26357.0
KS,2019,June,Number of Drug Overdose Deaths,374.0
KS,2019,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
KS,2019,June,Methadone (T40.3),
KS,2019,June,"Synthetic opioids, excl. methadone (T40.4)",
KS,2019,June,Natural & semi-synthetic opioids (T40.2),
KS,2019,June,"Opioids (T40.0-T40.4,T40.6)",
KS,2019,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
KS,2019,June,Heroin (T40.1),
KS,2019,June,Percent with drugs specified,89.30481283422459
KS,2019,March,Number of Deaths,26248.0
KS,2019,March,Psychostimulants with abuse potential (T43.6),
KS,2019,March,Percent with drugs specified,86.22589531680441
KS,2019,March,Methadone (T40.3),
KS,2019,March,Number of Drug Overdose Deaths,363.0
KS,2019,March,"Opioids (T40.0-T40.4,T40.6)",
KS,2019,March,Natural & semi-synthetic opioids (T40.2),
KS,2019,March,"Synthetic opioids, excl. methadone (T40.4)",
KS,2019,March,Cocaine (T40.5),
KS,2019,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
KS,2019,March,Heroin (T40.1),
KS,2019,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
KS,2019,May,Cocaine (T40.5),
KS,2019,May,Methadone (T40.3),
KS,2019,May,"Synthetic opioids, excl. methadone (T40.4)",
KS,2019,May,Psychostimulants with abuse potential (T43.6),
KS,2019,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
KS,2019,May,Natural & semi-synthetic opioids (T40.2),
KS,2019,May,Number of Drug Overdose Deaths,371.0
KS,2019,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
KS,2019,May,"Opioids (T40.0-T40.4,T40.6)",
KS,2019,May,Number of Deaths,26321.0
KS,2019,May,Heroin (T40.1),
KS,2019,May,Percent with drugs specified,88.40970350404311
KS,2019,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",84.0
KS,2019,November,"Synthetic opioids, excl. methadone (T40.4)",64.0
KS,2019,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",138.0
KS,2019,November,Methadone (T40.3),14.0
KS,2019,November,"Opioids (T40.0-T40.4,T40.6)",170.0
KS,2019,November,Cocaine (T40.5),30.0
KS,2019,November,Psychostimulants with abuse potential (T43.6),149.0
KS,2019,November,Natural & semi-synthetic opioids (T40.2),70.0
KS,2019,November,Number of Drug Overdose Deaths,378.0
KS,2019,November,Percent with drugs specified,92.3280423280423
KS,2019,November,Number of Deaths,26690.0
KS,2019,November,Heroin (T40.1),36.0
KS,2019,October,Number of Drug Overdose Deaths,366.0
KS,2019,October,Cocaine (T40.5),32.0
KS,2019,October,Number of Deaths,26651.0
KS,2019,October,Heroin (T40.1),34.0
KS,2019,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",131.0
KS,2019,October,Psychostimulants with abuse potential (T43.6),144.0
KS,2019,October,"Opioids (T40.0-T40.4,T40.6)",161.0
KS,2019,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",79.0
KS,2019,October,Percent with drugs specified,91.53005464480871
KS,2019,October,Natural & semi-synthetic opioids (T40.2),66.0
KS,2019,October,"Synthetic opioids, excl. methadone (T40.4)",61.0
KS,2019,October,Methadone (T40.3),13.0
KS,2019,September,Cocaine (T40.5),29.0
KS,2019,September,"Synthetic opioids, excl. methadone (T40.4)",66.0
KS,2019,September,"Opioids (T40.0-T40.4,T40.6)",168.0
KS,2019,September,Psychostimulants with abuse potential (T43.6),143.0
KS,2019,September,Methadone (T40.3),14.0
KS,2019,September,Natural & semi-synthetic opioids (T40.2),65.0
KS,2019,September,Number of Drug Overdose Deaths,376.0
KS,2019,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",79.0
KS,2019,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",134.0
KS,2019,September,Number of Deaths,26537.0
KS,2019,September,Heroin (T40.1),37.0
KS,2019,September,Percent with drugs specified,90.9574468085106
KS,2020,April,Psychostimulants with abuse potential (T43.6),158.0
KS,2020,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",151.0
KS,2020,April,Number of Deaths,26988.0
KS,2020,April,Heroin (T40.1),35.0
KS,2020,April,Methadone (T40.3),14.0
KS,2020,April,"Opioids (T40.0-T40.4,T40.6)",185.0
KS,2020,April,Cocaine (T40.5),31.0
KS,2020,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",86.0
KS,2020,April,Percent with drugs specified,93.94736842105259
KS,2020,April,Natural & semi-synthetic opioids (T40.2),73.0
KS,2020,April,Number of Drug Overdose Deaths,380.0
KS,2020,April,"Synthetic opioids, excl. methadone (T40.4)",79.0
KS,2020,February,Cocaine (T40.5),30.0
KS,2020,February,Number of Deaths,26914.0
KS,2020,February,Psychostimulants with abuse potential (T43.6),159.0
KS,2020,February,Methadone (T40.3),17.0
KS,2020,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",85.0
KS,2020,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",151.0
KS,2020,February,Percent with drugs specified,93.4554973821989
KS,2020,February,"Synthetic opioids, excl. methadone (T40.4)",79.0
KS,2020,February,Number of Drug Overdose Deaths,382.0
KS,2020,February,Heroin (T40.1),38.0
KS,2020,February,"Opioids (T40.0-T40.4,T40.6)",184.0
KS,2020,February,Natural & semi-synthetic opioids (T40.2),69.0
KS,2020,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",91.0
KS,2020,January,Psychostimulants with abuse potential (T43.6),157.0
KS,2020,January,"Opioids (T40.0-T40.4,T40.6)",184.0
KS,2020,January,Cocaine (T40.5),30.0
KS,2020,January,Percent with drugs specified,92.76485788113692
KS,2020,January,Methadone (T40.3),18.0
KS,2020,January,Number of Deaths,26825.0
KS,2020,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",152.0
KS,2020,January,Natural & semi-synthetic opioids (T40.2),74.0
KS,2020,January,Heroin (T40.1),39.0
KS,2020,January,"Synthetic opioids, excl. methadone (T40.4)",75.0
KS,2020,January,Number of Drug Overdose Deaths,387.0
KS,2020,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",86.0
KS,2020,March,Psychostimulants with abuse potential (T43.6),156.0
KS,2020,March,Methadone (T40.3),14.0
KS,2020,March,"Synthetic opioids, excl. methadone (T40.4)",79.0
KS,2020,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",152.0
KS,2020,March,Percent with drugs specified,93.76623376623378
KS,2020,March,"Opioids (T40.0-T40.4,T40.6)",184.0
KS,2020,March,Cocaine (T40.5),29.0
KS,2020,March,Number of Deaths,26825.0
KS,2020,March,Natural & semi-synthetic opioids (T40.2),73.0
KS,2020,March,Number of Drug Overdose Deaths,385.0
KS,2020,March,Heroin (T40.1),35.0
KY,2016,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
KY,2016,April,Cocaine (T40.5),
KY,2016,April,Number of Drug Overdose Deaths,1291.0
KY,2016,April,Psychostimulants with abuse potential (T43.6),
KY,2016,April,Number of Deaths,46307.0
KY,2016,April,Methadone (T40.3),
KY,2016,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
KY,2016,April,Heroin (T40.1),
KY,2016,April,"Opioids (T40.0-T40.4,T40.6)",
KY,2016,April,Natural & semi-synthetic opioids (T40.2),
KY,2016,April,Percent with drugs specified,78.0790085205267
KY,2016,April,"Synthetic opioids, excl. methadone (T40.4)",
KY,2016,August,Heroin (T40.1),
KY,2016,August,Methadone (T40.3),
KY,2016,August,Psychostimulants with abuse potential (T43.6),
KY,2016,August,Percent with drugs specified,78.7037037037037
KY,2016,August,Number of Deaths,46769.0
KY,2016,August,"Opioids (T40.0-T40.4,T40.6)",
KY,2016,August,Cocaine (T40.5),
KY,2016,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
KY,2016,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
KY,2016,August,"Synthetic opioids, excl. methadone (T40.4)",
KY,2016,August,Natural & semi-synthetic opioids (T40.2),
KY,2016,August,Number of Drug Overdose Deaths,1404.0
KY,2016,December,Number of Drug Overdose Deaths,1437.0
KY,2016,December,Natural & semi-synthetic opioids (T40.2),
KY,2016,December,"Opioids (T40.0-T40.4,T40.6)",
KY,2016,December,Number of Deaths,47606.0
KY,2016,December,Heroin (T40.1),
KY,2016,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
KY,2016,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
KY,2016,December,Cocaine (T40.5),
KY,2016,December,Psychostimulants with abuse potential (T43.6),
KY,2016,December,Methadone (T40.3),
KY,2016,December,"Synthetic opioids, excl. methadone (T40.4)",
KY,2016,December,Percent with drugs specified,81.5588030619346
KY,2016,February,Number of Drug Overdose Deaths,1228.0
KY,2016,February,Psychostimulants with abuse potential (T43.6),
KY,2016,February,Number of Deaths,45854.0
KY,2016,February,"Synthetic opioids, excl. methadone (T40.4)",
KY,2016,February,Cocaine (T40.5),
KY,2016,February,"Opioids (T40.0-T40.4,T40.6)",
KY,2016,February,Natural & semi-synthetic opioids (T40.2),
KY,2016,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
KY,2016,February,Percent with drugs specified,78.257328990228
KY,2016,February,Methadone (T40.3),
KY,2016,February,Heroin (T40.1),
KY,2016,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
KY,2016,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
KY,2016,January,Natural & semi-synthetic opioids (T40.2),
KY,2016,January,"Synthetic opioids, excl. methadone (T40.4)",
KY,2016,January,Methadone (T40.3),
KY,2016,January,Number of Deaths,45819.0
KY,2016,January,Number of Drug Overdose Deaths,1253.0
KY,2016,January,Percent with drugs specified,78.9305666400638
KY,2016,January,"Opioids (T40.0-T40.4,T40.6)",
KY,2016,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
KY,2016,January,Heroin (T40.1),
KY,2016,January,Cocaine (T40.5),
KY,2016,January,Psychostimulants with abuse potential (T43.6),
KY,2016,July,Psychostimulants with abuse potential (T43.6),
KY,2016,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
KY,2016,July,Methadone (T40.3),
KY,2016,July,"Opioids (T40.0-T40.4,T40.6)",
KY,2016,July,Cocaine (T40.5),
KY,2016,July,Heroin (T40.1),
KY,2016,July,Percent with drugs specified,77.1802325581395
KY,2016,July,Number of Deaths,46593.0
KY,2016,July,Natural & semi-synthetic opioids (T40.2),
KY,2016,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
KY,2016,July,"Synthetic opioids, excl. methadone (T40.4)",
KY,2016,July,Number of Drug Overdose Deaths,1376.0
KY,2016,June,Cocaine (T40.5),
KY,2016,June,"Opioids (T40.0-T40.4,T40.6)",
KY,2016,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
KY,2016,June,Psychostimulants with abuse potential (T43.6),
KY,2016,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
KY,2016,June,"Synthetic opioids, excl. methadone (T40.4)",
KY,2016,June,Methadone (T40.3),
KY,2016,June,Number of Drug Overdose Deaths,1371.0
KY,2016,June,Number of Deaths,46456.0
KY,2016,June,Percent with drugs specified,77.31582786287379
KY,2016,June,Natural & semi-synthetic opioids (T40.2),
KY,2016,June,Heroin (T40.1),
KY,2016,March,"Opioids (T40.0-T40.4,T40.6)",
KY,2016,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
KY,2016,March,Methadone (T40.3),
KY,2016,March,Natural & semi-synthetic opioids (T40.2),
KY,2016,March,Psychostimulants with abuse potential (T43.6),
KY,2016,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
KY,2016,March,"Synthetic opioids, excl. methadone (T40.4)",
KY,2016,March,Cocaine (T40.5),
KY,2016,March,Percent with drugs specified,78.3719074221868
KY,2016,March,Number of Deaths,46039.0
KY,2016,March,Number of Drug Overdose Deaths,1253.0
KY,2016,March,Heroin (T40.1),
KY,2016,May,Cocaine (T40.5),
KY,2016,May,"Opioids (T40.0-T40.4,T40.6)",
KY,2016,May,"Synthetic opioids, excl. methadone (T40.4)",
KY,2016,May,Methadone (T40.3),
KY,2016,May,Psychostimulants with abuse potential (T43.6),
KY,2016,May,Percent with drugs specified,78.1818181818182
KY,2016,May,Number of Deaths,46269.0
KY,2016,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
KY,2016,May,Natural & semi-synthetic opioids (T40.2),
KY,2016,May,Heroin (T40.1),
KY,2016,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
KY,2016,May,Number of Drug Overdose Deaths,1320.0
KY,2016,November,Number of Deaths,47283.0
KY,2016,November,Natural & semi-synthetic opioids (T40.2),
