,State,Year,Month,Period,Indicator,Data Value,Percent Complete,Percent Pending Investigation,Predicted Value
8006,IN,2016,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",,100,0.017569078421977,
8007,IN,2016,January,12 month-ending,Methadone (T40.3),,100,0.017569078421977,
8008,IN,2016,January,12 month-ending,Number of Deaths,62610.0,100,0.017569078421977,
8009,IN,2016,January,12 month-ending,Number of Drug Overdose Deaths,1228.0,100,0.017569078421977,1228.0
8010,IN,2016,January,12 month-ending,Percent with drugs specified,52.2801302931596,100,0.017569078421977,
8011,IN,2016,January,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",,100,0.017569078421977,
8012,IN,2016,January,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,100,0.017569078421977,
8013,IN,2016,January,12 month-ending,Heroin (T40.1),,100,0.017569078421977,
8014,IN,2016,January,12 month-ending,Cocaine (T40.5),,100,0.017569078421977,
8015,IN,2016,January,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0.017569078421977,
8016,IN,2016,July,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0.009554900867904,
8017,IN,2016,July,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,100,0.009554900867904,
8018,IN,2016,July,12 month-ending,Methadone (T40.3),,100,0.009554900867904,
8019,IN,2016,July,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",,100,0.009554900867904,
8020,IN,2016,July,12 month-ending,Cocaine (T40.5),,100,0.009554900867904,
8021,IN,2016,July,12 month-ending,Heroin (T40.1),,100,0.009554900867904,
8022,IN,2016,July,12 month-ending,Percent with drugs specified,58.4960231381056,100,0.009554900867904,
8023,IN,2016,July,12 month-ending,Number of Deaths,62795.0,100,0.009554900867904,
8024,IN,2016,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),,100,0.009554900867904,
8025,IN,2016,July,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,100,0.009554900867904,
8026,IN,2016,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",,100,0.009554900867904,
8027,IN,2016,July,12 month-ending,Number of Drug Overdose Deaths,1383.0,100,0.009554900867904,1383.0
8028,IN,2016,June,12 month-ending,Cocaine (T40.5),,100,0.009577320904099,
8029,IN,2016,June,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",,100,0.009577320904099,
8030,IN,2016,June,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,100,0.009577320904099,
8031,IN,2016,June,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0.009577320904099,
8032,IN,2016,June,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,100,0.009577320904099,
8033,IN,2016,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",,100,0.009577320904099,
8034,IN,2016,June,12 month-ending,Methadone (T40.3),,100,0.009577320904099,
8035,IN,2016,June,12 month-ending,Number of Drug Overdose Deaths,1354.0,100,0.009577320904099,1354.0
8036,IN,2016,June,12 month-ending,Number of Deaths,62648.0,100,0.009577320904099,
8037,IN,2016,June,12 month-ending,Percent with drugs specified,57.6809453471196,100,0.009577320904099,
8038,IN,2016,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),,100,0.009577320904099,
8039,IN,2016,June,12 month-ending,Heroin (T40.1),,100,0.009577320904099,
8040,IN,2016,March,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",,100,0.01588108245458,
8041,IN,2016,March,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,100,0.01588108245458,
8042,IN,2016,March,12 month-ending,Methadone (T40.3),,100,0.01588108245458,
8043,IN,2016,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),,100,0.01588108245458,
8044,IN,2016,March,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0.01588108245458,
8045,IN,2016,March,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,100,0.01588108245458,
8046,IN,2016,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",,100,0.01588108245458,
8047,IN,2016,March,12 month-ending,Cocaine (T40.5),,100,0.01588108245458,
8048,IN,2016,March,12 month-ending,Percent with drugs specified,53.876582278480996,100,0.01588108245458,
8049,IN,2016,March,12 month-ending,Number of Deaths,62968.0,100,0.01588108245458,
8050,IN,2016,March,12 month-ending,Number of Drug Overdose Deaths,1264.0,100,0.01588108245458,1264.0
8051,IN,2016,March,12 month-ending,Heroin (T40.1),,100,0.01588108245458,
8052,IN,2016,May,12 month-ending,Cocaine (T40.5),,100,0.012773023374633,
8053,IN,2016,May,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",,100,0.012773023374633,
8054,IN,2016,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",,100,0.012773023374633,
8055,IN,2016,May,12 month-ending,Methadone (T40.3),,100,0.012773023374633,
8056,IN,2016,May,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0.012773023374633,
8057,IN,2016,May,12 month-ending,Percent with drugs specified,56.320968962906896,100,0.012773023374633,
8058,IN,2016,May,12 month-ending,Number of Deaths,62632.0,100,0.012773023374633,
8059,IN,2016,May,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,100,0.012773023374633,
8060,IN,2016,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),,100,0.012773023374633,
8061,IN,2016,May,12 month-ending,Heroin (T40.1),,100,0.012773023374633,
8062,IN,2016,May,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,100,0.012773023374633,
8063,IN,2016,May,12 month-ending,Number of Drug Overdose Deaths,1321.0,100,0.012773023374633,1321.0
8064,IN,2016,November,12 month-ending,Number of Deaths,63580.0,100,0.004718464926076999,
8065,IN,2016,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),,100,0.004718464926076999,
8066,IN,2016,November,12 month-ending,Heroin (T40.1),,100,0.004718464926076999,
8067,IN,2016,November,12 month-ending,Percent with drugs specified,61.7426820966644,100,0.004718464926076999,
8068,IN,2016,November,12 month-ending,Number of Drug Overdose Deaths,1469.0,100,0.004718464926076999,1469.0
8069,IN,2016,November,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,100,0.004718464926076999,
8070,IN,2016,November,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0.004718464926076999,
8071,IN,2016,November,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",,100,0.004718464926076999,
8072,IN,2016,November,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",,100,0.004718464926076999,
8073,IN,2016,November,12 month-ending,Methadone (T40.3),,100,0.004718464926076999,
8074,IN,2016,November,12 month-ending,Cocaine (T40.5),,100,0.004718464926076999,
8075,IN,2016,November,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,100,0.004718464926076999,
8076,IN,2016,October,12 month-ending,Number of Deaths,63185.0,100,0.004747962332832,
8077,IN,2016,October,12 month-ending,Percent with drugs specified,60.305343511450396,100,0.004747962332832,
8078,IN,2016,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),,100,0.004747962332832,
8079,IN,2016,October,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,100,0.004747962332832,
8080,IN,2016,October,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0.004747962332832,
8081,IN,2016,October,12 month-ending,Methadone (T40.3),,100,0.004747962332832,
8082,IN,2016,October,12 month-ending,Number of Drug Overdose Deaths,1441.0,100,0.004747962332832,1441.0
8083,IN,2016,October,12 month-ending,Heroin (T40.1),,100,0.004747962332832,
8084,IN,2016,October,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,100,0.004747962332832,
8085,IN,2016,October,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",,100,0.004747962332832,
8086,IN,2016,October,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",,100,0.004747962332832,
8087,IN,2016,October,12 month-ending,Cocaine (T40.5),,100,0.004747962332832,
8088,IN,2016,September,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0.009540315784452,
8089,IN,2016,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),,100,0.009540315784452,
8090,IN,2016,September,12 month-ending,Number of Deaths,62891.0,100,0.009540315784452,
8091,IN,2016,September,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",,100,0.009540315784452,
8092,IN,2016,September,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",,100,0.009540315784452,
8093,IN,2016,September,12 month-ending,Methadone (T40.3),,100,0.009540315784452,
8094,IN,2016,September,12 month-ending,Percent with drugs specified,59.9721059972106,100,0.009540315784452,
8095,IN,2016,September,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,100,0.009540315784452,
8096,IN,2016,September,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,100,0.009540315784452,
8097,IN,2016,September,12 month-ending,Heroin (T40.1),,100,0.009540315784452,
8098,IN,2016,September,12 month-ending,Number of Drug Overdose Deaths,1434.0,100,0.009540315784452,1434.0
8099,IN,2016,September,12 month-ending,Cocaine (T40.5),,100,0.009540315784452,
8100,IN,2017,April,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,100,0.010716308690926,
8101,IN,2017,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),,100,0.010716308690926,
8102,IN,2017,April,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0.010716308690926,
8103,IN,2017,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",,100,0.010716308690926,
8104,IN,2017,April,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",,100,0.010716308690926,
8105,IN,2017,April,12 month-ending,Percent with drugs specified,67.4117647058823,100,0.010716308690926,
8106,IN,2017,April,12 month-ending,Number of Deaths,65321.0,100,0.010716308690926,
8107,IN,2017,April,12 month-ending,Methadone (T40.3),,100,0.010716308690926,
8108,IN,2017,April,12 month-ending,Heroin (T40.1),,100,0.010716308690926,
8109,IN,2017,April,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,100,0.010716308690926,
8110,IN,2017,April,12 month-ending,Number of Drug Overdose Deaths,1700.0,100,0.010716308690926,1700.0
8111,IN,2017,April,12 month-ending,Cocaine (T40.5),,100,0.010716308690926,
8112,IN,2017,August,12 month-ending,Heroin (T40.1),,100,0.021241408608840003,
8113,IN,2017,August,12 month-ending,Number of Drug Overdose Deaths,1762.0,100,0.021241408608840003,1762.0
8114,IN,2017,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",,100,0.021241408608840003,
8115,IN,2017,August,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",,100,0.021241408608840003,
8116,IN,2017,August,12 month-ending,Number of Deaths,65909.0,100,0.021241408608840003,
8117,IN,2017,August,12 month-ending,Methadone (T40.3),,100,0.021241408608840003,
8118,IN,2017,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),,100,0.021241408608840003,
8119,IN,2017,August,12 month-ending,Cocaine (T40.5),,100,0.021241408608840003,
8120,IN,2017,August,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,100,0.021241408608840003,
8121,IN,2017,August,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,100,0.021241408608840003,
8122,IN,2017,August,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0.021241408608840003,
8123,IN,2017,August,12 month-ending,Percent with drugs specified,73.3257661748014,100,0.021241408608840003,
8124,IN,2017,December,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",,100,0.030278715576885,
8125,IN,2017,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",,100,0.030278715576885,
8126,IN,2017,December,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,100,0.030278715576885,
8127,IN,2017,December,12 month-ending,Percent with drugs specified,79.7820163487738,100,0.030278715576885,
8128,IN,2017,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),,100,0.030278715576885,
8129,IN,2017,December,12 month-ending,Number of Deaths,66053.0,100,0.030278715576885,
8130,IN,2017,December,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0.030278715576885,
8131,IN,2017,December,12 month-ending,Heroin (T40.1),,100,0.030278715576885,
8132,IN,2017,December,12 month-ending,Methadone (T40.3),,100,0.030278715576885,
8133,IN,2017,December,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,100,0.030278715576885,
8134,IN,2017,December,12 month-ending,Cocaine (T40.5),,100,0.030278715576885,
8135,IN,2017,December,12 month-ending,Number of Drug Overdose Deaths,1835.0,100,0.030278715576885,1835.0
8136,IN,2017,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),,100,0.007718074186129,
8137,IN,2017,February,12 month-ending,Percent with drugs specified,65.74585635359121,100,0.007718074186129,
8138,IN,2017,February,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0.007718074186129,
8139,IN,2017,February,12 month-ending,Number of Deaths,64783.0,100,0.007718074186129,
8140,IN,2017,February,12 month-ending,Number of Drug Overdose Deaths,1629.0,100,0.007718074186129,1629.0
8141,IN,2017,February,12 month-ending,Methadone (T40.3),,100,0.007718074186129,
8142,IN,2017,February,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,100,0.007718074186129,
8143,IN,2017,February,12 month-ending,Heroin (T40.1),,100,0.007718074186129,
8144,IN,2017,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",,100,0.007718074186129,
8145,IN,2017,February,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",,100,0.007718074186129,
8146,IN,2017,February,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,100,0.007718074186129,
8147,IN,2017,February,12 month-ending,Cocaine (T40.5),,100,0.007718074186129,
8148,IN,2017,January,12 month-ending,Number of Deaths,64506.0,100,0.006200973552848,
8149,IN,2017,January,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0.006200973552848,
8150,IN,2017,January,12 month-ending,Methadone (T40.3),,100,0.006200973552848,
8151,IN,2017,January,12 month-ending,Number of Drug Overdose Deaths,1576.0,100,0.006200973552848,1576.0
8152,IN,2017,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),,100,0.006200973552848,
8153,IN,2017,January,12 month-ending,Percent with drugs specified,64.5304568527919,100,0.006200973552848,
8154,IN,2017,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",,100,0.006200973552848,
8155,IN,2017,January,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,100,0.006200973552848,
8156,IN,2017,January,12 month-ending,Heroin (T40.1),,100,0.006200973552848,
8157,IN,2017,January,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",,100,0.006200973552848,
8158,IN,2017,January,12 month-ending,Cocaine (T40.5),,100,0.006200973552848,
8159,IN,2017,January,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,100,0.006200973552848,
8160,IN,2017,July,12 month-ending,Heroin (T40.1),,100,0.019723566627725,
8161,IN,2017,July,12 month-ending,Number of Drug Overdose Deaths,1777.0,100,0.019723566627725,1777.0
8162,IN,2017,July,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",,100,0.019723566627725,
8163,IN,2017,July,12 month-ending,Number of Deaths,65911.0,100,0.019723566627725,
8164,IN,2017,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),,100,0.019723566627725,
8165,IN,2017,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",,100,0.019723566627725,
8166,IN,2017,July,12 month-ending,Cocaine (T40.5),,100,0.019723566627725,
8167,IN,2017,July,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,100,0.019723566627725,
8168,IN,2017,July,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,100,0.019723566627725,
8169,IN,2017,July,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0.019723566627725,
8170,IN,2017,July,12 month-ending,Percent with drugs specified,71.75014068655041,100,0.019723566627725,
8171,IN,2017,July,12 month-ending,Methadone (T40.3),,100,0.019723566627725,
8172,IN,2017,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",,100,0.016700320342508,
8173,IN,2017,June,12 month-ending,Number of Deaths,65867.0,100,0.016700320342508,
8174,IN,2017,June,12 month-ending,Heroin (T40.1),,100,0.016700320342508,
8175,IN,2017,June,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0.016700320342508,
8176,IN,2017,June,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",,100,0.016700320342508,
8177,IN,2017,June,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,100,0.016700320342508,
8178,IN,2017,June,12 month-ending,Number of Drug Overdose Deaths,1720.0,100,0.016700320342508,1720.0
8179,IN,2017,June,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,100,0.016700320342508,
8180,IN,2017,June,12 month-ending,Percent with drugs specified,70.0581395348837,100,0.016700320342508,
8181,IN,2017,June,12 month-ending,Methadone (T40.3),,100,0.016700320342508,
8182,IN,2017,June,12 month-ending,Cocaine (T40.5),,100,0.016700320342508,
8183,IN,2017,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),,100,0.016700320342508,
8184,IN,2017,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),,100,0.007682379693934,
8185,IN,2017,March,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,100,0.007682379693934,
8186,IN,2017,March,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0.007682379693934,
8187,IN,2017,March,12 month-ending,Number of Deaths,65084.0,100,0.007682379693934,
8188,IN,2017,March,12 month-ending,Number of Drug Overdose Deaths,1664.0,100,0.007682379693934,1664.0
8189,IN,2017,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",,100,0.007682379693934,
8190,IN,2017,March,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",,100,0.007682379693934,
8191,IN,2017,March,12 month-ending,Methadone (T40.3),,100,0.007682379693934,
8192,IN,2017,March,12 month-ending,Cocaine (T40.5),,100,0.007682379693934,
8193,IN,2017,March,12 month-ending,Heroin (T40.1),,100,0.007682379693934,
8194,IN,2017,March,12 month-ending,Percent with drugs specified,67.7884615384615,100,0.007682379693934,
8195,IN,2017,March,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,100,0.007682379693934,
8196,IN,2017,May,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,100,0.016779035358004,
8197,IN,2017,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",,100,0.016779035358004,
8198,IN,2017,May,12 month-ending,Number of Deaths,65558.0,100,0.016779035358004,
8199,IN,2017,May,12 month-ending,Percent with drugs specified,68.3323649041255,100,0.016779035358004,
8200,IN,2017,May,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0.016779035358004,
8201,IN,2017,May,12 month-ending,Heroin (T40.1),,100,0.016779035358004,
8202,IN,2017,May,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,100,0.016779035358004,
8203,IN,2017,May,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",,100,0.016779035358004,
8204,IN,2017,May,12 month-ending,Methadone (T40.3),,100,0.016779035358004,
8205,IN,2017,May,12 month-ending,Number of Drug Overdose Deaths,1721.0,100,0.016779035358004,1721.0
8206,IN,2017,May,12 month-ending,Cocaine (T40.5),,100,0.016779035358004,
8207,IN,2017,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),,100,0.016779035358004,
8208,IN,2017,November,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",,100,0.025756014786983,
8209,IN,2017,November,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",,100,0.025756014786983,
8210,IN,2017,November,12 month-ending,Percent with drugs specified,78.5061794734014,100,0.025756014786983,
8211,IN,2017,November,12 month-ending,Methadone (T40.3),,100,0.025756014786983,
8212,IN,2017,November,12 month-ending,Number of Deaths,66004.0,100,0.025756014786983,
8213,IN,2017,November,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,100,0.025756014786983,
8214,IN,2017,November,12 month-ending,Number of Drug Overdose Deaths,1861.0,100,0.025756014786983,1861.0
8215,IN,2017,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),,100,0.025756014786983,
8216,IN,2017,November,12 month-ending,Heroin (T40.1),,100,0.025756014786983,
8217,IN,2017,November,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0.025756014786983,
8218,IN,2017,November,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,100,0.025756014786983,
8219,IN,2017,November,12 month-ending,Cocaine (T40.5),,100,0.025756014786983,
8220,IN,2017,October,12 month-ending,Percent with drugs specified,77.0901194353963,100,0.024235080278703,
8221,IN,2017,October,12 month-ending,Methadone (T40.3),,100,0.024235080278703,
8222,IN,2017,October,12 month-ending,Heroin (T40.1),,100,0.024235080278703,
8223,IN,2017,October,12 month-ending,Number of Drug Overdose Deaths,1842.0,100,0.024235080278703,1842.0
8224,IN,2017,October,12 month-ending,Number of Deaths,66020.0,100,0.024235080278703,
8225,IN,2017,October,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",,100,0.024235080278703,
8226,IN,2017,October,12 month-ending,Cocaine (T40.5),,100,0.024235080278703,
8227,IN,2017,October,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",,100,0.024235080278703,
8228,IN,2017,October,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,100,0.024235080278703,
8229,IN,2017,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),,100,0.024235080278703,
8230,IN,2017,October,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,100,0.024235080278703,
8231,IN,2017,October,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0.024235080278703,
8232,IN,2017,September,12 month-ending,Methadone (T40.3),,100,0.019679973356344,
8233,IN,2017,September,12 month-ending,Heroin (T40.1),,100,0.019679973356344,
8234,IN,2017,September,12 month-ending,Number of Deaths,66057.0,100,0.019679973356344,
8235,IN,2017,September,12 month-ending,Number of Drug Overdose Deaths,1802.0,100,0.019679973356344,1802.0
8236,IN,2017,September,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",,100,0.019679973356344,
8237,IN,2017,September,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",,100,0.019679973356344,
8238,IN,2017,September,12 month-ending,Percent with drugs specified,75.41620421753609,100,0.019679973356344,
8239,IN,2017,September,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,100,0.019679973356344,
8240,IN,2017,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),,100,0.019679973356344,
8241,IN,2017,September,12 month-ending,Cocaine (T40.5),,100,0.019679973356344,
8242,IN,2017,September,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,100,0.019679973356344,
8243,IN,2017,September,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0.019679973356344,
8244,IN,2018,April,12 month-ending,Number of Deaths,66187.0,100,0.028706543581066,
8245,IN,2018,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",,100,0.028706543581066,
8246,IN,2018,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),,100,0.028706543581066,
8247,IN,2018,April,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0.028706543581066,
8248,IN,2018,April,12 month-ending,Number of Drug Overdose Deaths,1716.0,100,0.028706543581066,1716.0
8249,IN,2018,April,12 month-ending,Cocaine (T40.5),,100,0.028706543581066,
8250,IN,2018,April,12 month-ending,Methadone (T40.3),,100,0.028706543581066,
8251,IN,2018,April,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",,100,0.028706543581066,
8252,IN,2018,April,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,100,0.028706543581066,
8253,IN,2018,April,12 month-ending,Percent with drugs specified,85.31468531468529,100,0.028706543581066,
8254,IN,2018,April,12 month-ending,Heroin (T40.1),,100,0.028706543581066,
8255,IN,2018,April,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,100,0.028706543581066,
8256,IN,2018,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",,100,0.019629752665116,
8257,IN,2018,August,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,100,0.019629752665116,
8258,IN,2018,August,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0.019629752665116,
8259,IN,2018,August,12 month-ending,Number of Deaths,66226.0,100,0.019629752665116,
8260,IN,2018,August,12 month-ending,Number of Drug Overdose Deaths,1680.0,100,0.019629752665116,1680.0
8261,IN,2018,August,12 month-ending,Methadone (T40.3),,100,0.019629752665116,
8262,IN,2018,August,12 month-ending,Percent with drugs specified,87.9166666666667,100,0.019629752665116,
8263,IN,2018,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),,100,0.019629752665116,
8264,IN,2018,August,12 month-ending,Cocaine (T40.5),,100,0.019629752665116,
8265,IN,2018,August,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,100,0.019629752665116,
8266,IN,2018,August,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",,100,0.019629752665116,
8267,IN,2018,August,12 month-ending,Heroin (T40.1),,100,0.019629752665116,
8268,IN,2018,December,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,100,0.0075499048711990015,
8269,IN,2018,December,12 month-ending,Number of Drug Overdose Deaths,1612.0,100,0.0075499048711990015,1612.0
8270,IN,2018,December,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0.0075499048711990015,
8271,IN,2018,December,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",,100,0.0075499048711990015,
8272,IN,2018,December,12 month-ending,Number of Deaths,66226.0,100,0.0075499048711990015,
8273,IN,2018,December,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,100,0.0075499048711990015,
8274,IN,2018,December,12 month-ending,Methadone (T40.3),,100,0.0075499048711990015,
8275,IN,2018,December,12 month-ending,Heroin (T40.1),,100,0.0075499048711990015,
8276,IN,2018,December,12 month-ending,Percent with drugs specified,88.6476426799007,100,0.0075499048711990015,
8277,IN,2018,December,12 month-ending,Cocaine (T40.5),,100,0.0075499048711990015,
8278,IN,2018,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),,100,0.0075499048711990015,
8279,IN,2018,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",,100,0.0075499048711990015,
8280,IN,2018,February,12 month-ending,Number of Deaths,66501.0,100,0.028570998932347,
8281,IN,2018,February,12 month-ending,Methadone (T40.3),,100,0.028570998932347,
8282,IN,2018,February,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0.028570998932347,
8283,IN,2018,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",,100,0.028570998932347,
